Enc1,Enc2,Enc3,Enc_Timestamp,IR_Timestamp
0,0,0,1001561476675330,1001561470560930
0,0,0,1001561477694050,1001561470560930
0,0,0,1001561478712790,1001561470560930
0,0,0,1001561479731590,1001561470560930
0,0,0,1001561480751890,1001561480749890
0,0,0,1001561481770330,1001561480749890
0,0,0,1001561482789130,1001561480749890
0,0,0,1001561483807970,1001561480749890
0,0,0,1001561484826830,1001561480749890
0,0,0,1001561485845630,1001561480749890
0,0,0,1001561486864470,1001561480749890
0,0,0,1001561487883310,1001561480749890
0,0,0,1001561488902110,1001561480749890
0,0,0,1001561489920970,1001561480749890
0,0,0,1001561490940550,1001561490938550
0,0,0,1001561491958850,1001561490938550
0,0,0,1001561492978250,1001561490938550
0,0,0,1001561493997070,1001561490938550
0,0,0,1001561495015910,1001561490938550
0,0,0,1001561496034750,1001561490938550
0,0,0,1001561497052970,1001561490938550
0,0,0,1001561498071790,1001561490938550
0,0,0,1001561499090610,1001561490938550
0,0,0,1001561500109470,1001561490938550
0,0,0,1001561501129570,1001561501127590
0,0,0,1001561502151590,1001561501127590
0,0,0,1001561503170310,1001561501127590
0,0,0,1001561504189610,1001561501127590
0,0,0,1001561505208370,1001561501127590
0,0,0,1001561506227070,1001561501127590
0,0,0,1001561507245210,1001561501127590
0,0,0,1001561508263510,1001561501127590
0,0,0,1001561509281210,1001561501127590
0,0,0,1001561510298890,1001561501127590
0,0,0,1001561511317930,1001561511315930
0,0,0,1001561512335990,1001561511315930
0,0,0,1001561513354870,1001561511315930
0,0,0,1001561514373670,1001561511315930
0,0,0,1001561515392550,1001561511315930
0,0,0,1001561516410850,1001561511315930
0,0,0,1001561517457670,1001561511315930
0,0,0,1001561518475850,1001561511315930
0,0,0,1001561519495170,1001561511315930
0,0,0,1001561520513930,1001561511315930
0,0,0,1001561521533930,1001561521531930
0,0,0,1001561522551710,1001561521531930
0,0,0,1001561523569930,1001561521531930
0,0,0,1001561524588690,1001561521531930
0,0,0,1001561525607470,1001561521531930
0,0,0,1001561526626210,1001561521531930
0,0,0,1001561527645010,1001561521531930
0,0,0,1001561528663810,1001561521531930
0,0,0,1001561529682710,1001561521531930
0,0,0,1001561530701510,1001561521531930
0,0,0,1001561531721650,1001561531719650
0,0,0,1001561532739470,1001561531719650
0,0,0,1001561533757770,1001561531719650
0,0,0,1001561534776610,1001561531719650
0,0,0,1001561535795470,1001561531719650
0,0,0,1001561536813690,1001561531719650
0,0,0,1001561537833050,1001561531719650
0,0,0,1001561538851250,1001561531719650
0,0,0,1001561539870070,1001561531719650
0,0,0,1001561540888930,1001561531719650
0,0,0,1001561541908970,1001561541906990
0,0,0,1001561542928230,1001561541906990
0,0,0,1001561543946470,1001561541906990
0,0,0,1001561544965250,1001561541906990
0,0,0,1001561545983990,1001561541906990
0,0,0,1001561547002790,1001561541906990
0,0,0,1001561548021730,1001561541906990
0,0,0,1001561549040490,1001561541906990
0,0,0,1001561550059290,1001561541906990
0,0,0,1001561551078230,1001561541906990
0,0,0,1001561552097830,1001561552095830
0,0,0,1001561553119470,1001561552095830
0,0,0,1001561554137730,1001561552095830
0,0,0,1001561555156610,1001561552095830
0,0,0,1001561556175290,1001561552095830
0,0,0,1001561557194050,1001561552095830
0,0,0,1001561558212850,1001561552095830
0,0,0,1001561559231730,1001561552095830
0,0,0,1001561560249470,1001561552095830
0,0,0,1001561561267190,1001561552095830
0,0,0,1001561562286210,1001561562284210
0,0,0,1001561563304610,1001561562284210
0,0,0,1001561564323510,1001561562284210
0,0,0,1001561565342350,1001561562284210
0,0,0,1001561566361770,1001561562284210
0,0,0,1001561567380650,1001561562284210
0,0,0,1001561568399550,1001561562284210
0,0,0,1001561569418370,1001561562284210
0,0,0,1001561570437130,1001561562284210
0,0,0,1001561571456010,1001561562284210
0,0,0,1001561572475630,1001561572473630
0,0,0,1001561573494030,1001561572473630
0,0,0,1001561574513370,1001561572473630
0,0,0,1001561575532190,1001561572473630
0,0,0,1001561576550970,1001561572473630
0,0,0,1001561577569750,1001561572473630
0,0,0,1001561578588490,1001561572473630
0,0,0,1001561579607290,1001561572473630
0,0,0,1001561580626230,1001561572473630
0,0,0,1001561581644470,1001561572473630
0,0,0,1001561582664570,1001561582662590
0,0,0,1001561583682950,1001561582662590
0,0,0,1001561584702310,1001561582662590
0,0,0,1001561585721150,1001561582662590
0,0,0,1001561586742990,1001561582662590
0,0,0,1001561587761810,1001561582662590
0,0,0,1001561588780610,1001561582662590
0,0,0,1001561589799410,1001561582662590
0,0,0,1001561590818310,1001561582662590
